Category,Question,Answer
LITERACY,"Edward & Bella get married in this fourth novel in the ""Twilight"" saga",Breaking Dawn
LITERACY,"In 1992 tart-tongued Aurora Greenway returned in ""The Evening Star"", the sequel to this McMurtry novel",Terms of Endearment
LITERACY,"In ""The Chronicles of Narnia"", Jadis is better known as this icy alliterative villainess",the White Witch
SCIENCE,"To Supreme Court watchers, strict construction isn't a building code but a narrow interpretation of this document",Constitution
SCIENCE,"Subjects in the Milgram obedience experiment obediently agreed to administer these to others, who simulated pain",Electric shocks
SCIENCE,"The 1992 book ""Reinventing"" this inspired Al Gore to try to do just that",Government
SCIENCE,"Linguists call the hypothetical ancestor of the Germanic & Romance languages P.I.E., Proto-this",Indo-European
SCIENCE,17-letter word for one whose studies may cover the Scottish bagpipes & the Indian tabla,Ethnomusicologist
HISTORY,"He was tutored by Aristotle, tamed Bucephalus & cut the Gordian Knot; then after lunch...",Alexander the Great
HISTORY,"Exactly 600 years after the Norman Conquest, London suffered through plague & this other major disaster",Great Fire of London
HISTORY,"While trying to figure out why there were 2 of these, the 1409 Council of Pisa elected a third one",Popes
HISTORY,In 1864 the first Red Cross conference was convened in this city,"Geneva, Switzerland"
HISTORY,In February 1961 violence erupted in this Portuguese possession in west Africa,Angola
SCIENCE,"A study done in South Africa put these non-primates above chimpanzees, making them the world's second-smartest species",Dolphins
LITERACY,"She didn't write the original, but Helen Halstead did write a sequel to this novel--""Mr. Darcy Presents his Bride""",Pride and Prejudice
LITERACY,"""The Lost World"" was Michael Crichton's sequel to this No. 1 bestseller",Jurassic Park
LITERACY,"In ""Closing Time"", the sequel to this novel, Yossarian lives in Manhattan, not far from Milo Minderbinder",Catch-22
LITERACY,"""Catriona"", a sequel to this Stevenson novel, follows the further adventures of David Balfour",Kidnapped
LITERACY,"Irwin Shaw continued the story of the Jordache family in this 1977 sequel to ""Rich Man, Poor Man""","Beggarman, Thief"
HISTORY,This colonial inventor suggested Daylight Saving Time,Benjamin Franklin
HISTORY,"On the eve of the Civil War, some 2,000 slaveholders were of this race",black (or negro)
SCIENCE,"Of 1/2, 1/3, or 1/5, the amount by volume of oxygen in the air",1/5
SCIENCE,"The moon has an albedo of 0.07, meaning it only does this with 7% of the sun's light falling on it",reflect
SCIENCE,"This adjective describes organisms purposely grown in a petri disk, whether they like opera or not",cultured
SCIENCE,"The ratio of the speed of galaxies to their distance from Earth is the ""constant"" named for this astronomer",Hubble
SCIENCE,"Jons Berzelius gave this name meaning ""salt formers"" to the elements iodine, bromine & chlorine",halogens
LITERACY,"Throughout the decade, he cranked out sequels like ""Ozma of Oz""",(Frank) Baum
LITERACY,"Also in the title, it's the last word of the Joseph Conrad tale about the mysterious Mr. Kurtz",darkness
LITERACY,"Date in 1900 on which Thomas Hardy wrote, ""The land's sharp features seemed to be / The century's corpse""",Decemer 31st
LITERACY,"1903 Irish literary works included Synge's ""In the Shadow of the Glen"" & this poet's ""In the Seven Woods""",(William Butler) Yeats
LITERACY,Frank Norris titled his 1901 novel about a railroad that's strangling farmers after this marine mollusk,the octopus
HISTORY,"In the 1960s, many Barbie doll fashions, & even Barbie's bouffant hairdo, were inspired by this First Lady",Jacqueline Kennedy (Onassis)
HISTORY,"At her royal wedding in 1999, Sophie Rhys-Jones wore pearl earrings designed by this prince, her bridegroom",Prince Edward
HISTORY,"Appropriately, this name for a loose, sailor-style blouse is derived from the word ""midshipman""",middy
HISTORY,These 2 Hepburns made People magazine's 2000 list of the Best Dressed People of All Time,Audrey & Katharine
HISTORY,"This rakish lord of poetry, born in 1788, wore romantic open-neck shirts still popular with poets today",Byron
HISTORY,"As a child, she was captured by the Hadatsahs and given the name which means ""bird woman""",Sacajawea
SCIENCE,This heavenly body's prominences include dark filaments & clouds of gas,The Sun
LITERACY,"From 1595-1609, Samuel Daniel published several volumes of epic verse about the history of these ""floral"" wars",The Wars of the Roses
HISTORY,The Equal Rights Party nominated Belva Lockwood for this high office in 1884 & 1888,President of the United States
SCIENCE,"In botany there are 4 flower parts:  sepals, petals, stamens & these",Pistils
LITERACY,"This Daniel Defoe character was born in the year 1632 in the city of York, of a good family",Robinson Crusoe
HISTORY,Lord Darnley was just 19 when he became this 22-year old Scottish queen's second husband in 1565,"Mary, Queen of Scots"
SCIENCE,"You have many sweatglands, but only this number of lacrimal glands",2
LITERACY,"His 1954 play ""Under Milkwood"", was originally written for radio",Dylan Thomas
HISTORY,"Mata Hari pretended to be Asian, but she was actually born in this European country",The Netherlands/Holland
SCIENCE,The highest jet streams occur in this layer of the atmosphere that begins 10 miles above the earth,Stratosphere
LITERACY,"Tennyson addressed his poem ""To E.L. on his Travels"" to this ""Nonsense"" poet",Edward Lear
HISTORY,"Known for her cleverness & beauty, Sarah Churchill, duchess of this, was a confidante of Queen Anne",Marlborough
SCIENCE,"There are 3 types of RNA:  transfer, ribosomal & this",Messenger
LITERACY,"This ode poet wrote about a knight enthralled by a beautiful lady in ""La Belle Dame sans Merci""",John Keats
HISTORY,In 1833 this area asked to separate from Coahuila to become its own Mexican state,Texas
HISTORY,In 1901 Buffalo Bill founded this town in the Big Horn Basin of Wyoming,Cody
HISTORY,"Frances Willard, a president of the WCTU, was the first woman honored in this Capitol building hall",Statuary Hall
HISTORY,"In a March 1775 speech he also said, is ""peace so sweet as to be purchased at the price of chains and slavery?""",Patrick Henry
HISTORY,"The change in the American flag on July 4, 1960 was its first change since July 4 of this year",1959
SCIENCE,The Graafian follicles of these glands contain the female reproductive cells,Ovaries
SCIENCE,"The sun is 333,000 times as massive as the Earth & 1,047 times as massive as this planet",Jupiter
SCIENCE,Two 9-volt batteries in a series circuit produce this many volts of electromotive force,18
SCIENCE,The screw & the wedge are adaptations of this type of simple machine,Inclined plane
LITERACY,"Dickens: ""A Tale of ____ ____""",Two Cities
LITERACY,"Fitzgerald: ""Tales of the ____ Age""",Jazz
LITERACY,"Shakespeare: ""The ____ Tale""",Winter's
LITERACY,"Cooper: ""The ____ Tales""",Leatherstocking
LITERACY,"Hawthorne: ""____-____ Tales""",Twice-Told
SCIENCE,"In 1992 scientists found these at the edge not of a pond but of the universe, from primordial fluctuations",ripples
SCIENCE,This element accounts for about 47% of the Earth's crust,oxygen
SCIENCE,"(<a href=""http://www.j-archive.com/media/2010-06-23_DJ_04.wmv"">Kelly of the Clue Crew drops a sugar cube into each of two glasses of water.</a>)  Sugar cubes dissolve faster in hot water than in cold, because when water is heated, these move faster & further apart, making room for more sugar ones",water molecules
SCIENCE,"This 6-letter itchy skin condition comes from the Greek for ""to boil""",eczema
SCIENCE,"5 of the brightest stars in this constellation form a large, irregular ""W""; the honoree might have liked a ""C""",Cassiopeia
LITERACY,"He wrote most of his ""Waverley"" novels while living at No. 39 Castle St. in Edinburgh",Sir Walter Scott
LITERACY,"In the Bronx, visit the cottage that he shared with his sickly young wife Virginia, who, tragically, died there in 1847",Edgar Allan Poe
LITERACY,"Now a hotel, Seaham Hall is the manor where this licentious lord married Annabella Milbanke in 1815",Lord Byron
LITERACY,"Hyde Park's W.H. Hudson Memorial boasts a statue of this bird girl, heroine of Hudson's novel ""Green Mansions""",Rima
LITERACY,"You'll have to go to Gwent, Wales to see this abbey immortalized in a 1798 Wordsworth poem",Tintern Abbey
HISTORY,"He didn't lead the march on Rome in 1922; he waited in Milan until he got the ""all clear"" & then went",Benito Mussolini
HISTORY,"Noted for saying ""I am the state,"" he ruled France for 72 years, 1643-1715",Louis XIV
HISTORY,Romania was one Warsaw Pact country that didn't participate in the 1968 invasion of this country,Czechoslovakia
HISTORY,He became king of Spain in 1975 after Franco's death,Juan Carlos I
HISTORY,In 1924 U.S. banker Charles Dawes came up with a plan to help this country pay its war reparations,Germany
LITERACY,"In the Sindarin tongue he was known as Mithrandir, the ""Grey Wanderer""",Gandalf
LITERACY,"If you're looking for Mr. (Robin) Goodfellow, ask for this Shakespearean character",Puck
LITERACY,"In an 1844 novel, Edmond Dantes disguises himself as Abbe Busoni & this title noble",the Count of Monte Cristo
LITERACY,"AKA Barbecue, this character was also ""The Sea Cook"", another title for the novel in which he appeared",Long John Silver
LITERACY,"Randall Flagg, a character created by this man, is aka Nyarlathotep, Walter Padick & Walter O'Dim",Stephen King
HISTORY,For centuries the nearby Hallein mines made this city the center of regional salt trade,Salzburg
HISTORY,"During the Third Crusade, Leopold V quarreled with this English king, who was later caught in Austria & ransomed",Richard I (Richard the Lionheart)
HISTORY,"When Austria joined forces with this country in 1867, the result was known as a ""doppelmonarchie""",Hungary
HISTORY,In 1791 she asked her brother Leopold II to mount a counter-revolutionary crusade against France; he said no,Marie Antionette
HISTORY,In 1814 & 1815 Austria hosted this get-together that helped reorganize Europe after the Napoleonic wars,the Congress of Vienna
HISTORY,"After the Royal Family fled to this country in 1807, it became the only one in South America from which a European country was ruled",Brazil
HISTORY,"Paris just had to have this beautiful daughter of Zeus, & the rest is history",Helen of Troy
HISTORY,"In 1946, this Indian leader revealed he'd taken many women to bed with him over the years to test his celibacy",Mahatma Gandhi
HISTORY,This 12th century French theologian lost more than his head over the niece of a vengeful cleric,Peter Abelard
HISTORY,This British Secretary of War resigned in 1963 due to a sex scandal,John Profumo
HISTORY,"Depicted here, they're the victims being abducted by the Romans",Sabine women
LITERACY,In 1998 Jose Saramago became the first writer in this language to win a Nobel Prize for Literature,Portuguese
LITERACY,"In Webster's, it means either a soldier using a certain muzzle-loading weapon, or a boon companion",musketeer
HISTORY,Around 1620 Cornelis Drebbel demonstrated the 1st workable submarine on this British river,the Thames
HISTORY,The Spanish Inquisition was established in 1478 at the request of this royal pair,Ferdinand and Isabella
HISTORY,"After a stormy campaign, this former U.N. Secretary-General was elected president of Austria in 1986",(Kurt) Waldheim
HISTORY,This council that opened in 1545 was called in part to counteract Protestant teachings,the Council of Trent
HISTORY,"Named for a monastery, this group led by Robespierre instigated France's reign of terror in 1793",the Jacobins
HISTORY,"On 1/19/96 in real life & fictionally on CBS, Marlee Matlin gave birth, duplicating this woman's 1/19/53 feat",Lucille Ball
HISTORY,This Macedonian visited Siwa Oasis in 331 B.C. & was hailed as a son of Amon by the oracle,Alexander the Great
HISTORY,This country's 28th dynasty had just one ruler: Amyrtaeus,Egypt
HISTORY,"Thucydides' history of this war ends in 411 B.C., 7 years before the war ended",Peloponnesian War
HISTORY,"A few years after the death of Antipater in 43 B.C., Rome made this ""Great"" ruler King of Judea",Herod
HISTORY,"The slab containing his code was placed in the Temple of Marduk, Babylon's chief god",Hammurabi
SCIENCE,"This term for a plant or animal with a marked deficiency of pigmentation comes from the Latin for ""white""",albino
SCIENCE,"( <a href=""http://www.j-archive.com/media/2007-12-06_J_07.jpg"" target=""_blank"">Cheryl of the Clue Crew delivers the clue from a science lab.</a> ) After five minutes in lemon juice, the <a href=""http://www.j-archive.com/media/2007-12-06_J_07a.jpg"" target=""_blank"">coin is shiny</a> because the lemon's this works chemically to remove the oxide",acid
SCIENCE,The formula for this hormone is C<sub>9</sub>H<sub>13</sub>NO<sub>3</sub>; can you feel it speeding up your heartbeat?,adrenaline
SCIENCE,"( <a href=""http://www.j-archive.com/media/2007-12-06_J_10.jpg"" target=""_blank"">Jon of the Clue Crew reports from the  University of Mississippi.</a> )  Focused ultrasound waves are propelling the water here at Ol' Miss's cutting edge NCPA -- National Center for Physical these",Acoustics
SCIENCE,"This inert gas is atomic number 18; you should ""naut"" search any further",argon
LITERACY,"A mouselike boy grows up with Meg, Jo, Amy & Beth",Stuart Little Women
LITERACY,"Anglo-American author of ""Daisy Miller's Life of Samuel Johnson""",Henry James Boswell
LITERACY,Revolutionary Thomas Paine pamphlet about men & marriage in a Jane Austen work,Common Sense and Sensibility
LITERACY,Herman Wouk & Leo Tolstoy team up for this epic tome about World War II & the Napoleonic Wars,The Winds of War and Peace
LITERACY,Tough Leon Uris novel about fighting the Japanese & fighting apartheid in South Africa,"Battle Cry, the Beloved Country"
SCIENCE,It's space that's entirely void of matter,a vacuum
SCIENCE,This unit of electric potential is equivalent to one Joule per coulomb,the volt
SCIENCE,"Molasses is higher in this property, the resistance to flow, than water",viscosity
SCIENCE,The tricuspid valves help separate the atria from these heart cavities,the ventricles
SCIENCE,"(<a href=""http://www.j-archive.com/media/2011-07-29_DJ_13.jpg"" target=""_blank"">Kelly of the Clue Crew shows an image of some butterflies on a monitor.</a>) The <a href=""http://www.j-archive.com/media/2011-07-29_DJ_13a.jpg"" target=""_blank"">monarch</a> butterfly tastes bad to predators, so as a form of defense, <a href=""http://www.j-archive.com/media/2011-07-29_DJ_13b.jpg"" target=""_blank"">this</a> palatable but smaller butterfly mimics the monarch's coloration and pattern",the viceroy
HISTORY,"Enticed by a 1915 treaty giving it Trieste, this country joined WWI's Allies",Italy
HISTORY,The 1568 martyrdom of the Comte d'Egmont began the Dutch revolt against Philip II of this country,Spain
HISTORY,"He captained the Victory, Lord Nelson's flagship, at Trafalgar (remember the quote)",Hardy
HISTORY,"In the 700s, Pepin's widow Plectrude got hammered by Charles Martel vying for rule over these people",the Franks
HISTORY,"In 1991, republics of the former Soviet Union formed the CIS, which stands for this",the Commonwealth of Independent States
HISTORY,"(<a href=""http://www.j-archive.com/media/2004-11-18_DJ_09.jpg"" target=""_blank"">Sarah of the Clue Crew points to an image of a painting on a screen.</a>)  You can see why John Constable said that in this type of work, the sky is the chief organ of sentiment",a landscape
HISTORY,"(<a href=""http://www.j-archive.com/media/2004-11-18_DJ_16.jpg"" target=""_blank"">Sarah of the Clue Crew points to an image of a cave painting on a screen.</a>)  Temperature and moisture within the Lascaux cave preserved even the pigments from 15,000 B.C. in this age",the Stone Age
HISTORY,"(<a href=""http://www.j-archive.com/media/2004-11-18_DJ_17.jpg"" target=""_blank"">Sarah of the Clue Crew points to an image of a painting on a screen.</a>)  As painters began to portray domestic life, ""The Merode Altarpiece"" gave this humble character his due",Joseph
HISTORY,"(<a href=""http://www.j-archive.com/media/2004-11-18_DJ_18.jpg"" target=""_blank"">Sarah of the Clue Crew points to an image of a painting on a screen.</a>)  The brushstroke works of this pop artist are parodies on abstract art technique",Lichtenstein
HISTORY,"(<a href=""http://www.j-archive.com/media/2004-11-18_DJ_19.jpg"" target=""_blank"">Sarah of the Clue Crew points to an image of a painting on a screen.</a>)  In Monet's work, we see the impressionist's varied colors, known as ""the rainbow"" this",palette
HISTORY,The diary that she received for her 13th birthday in 1942 became one of the most famous books of the 20th century,Anne Frank
HISTORY,Henry VIII's sister Margaret was a teen when she married King James IV of this British Isles country,Scotland
HISTORY,This future wife of Napoleon spent her first 15 years on the island of Martinique,Josephine
HISTORY,"As a teen, this future inventor of the cotton gin had his own nail-making business",Eli Whitney
HISTORY,In 1771 this teenage Marquis became a musketeer--good training for the American Revolution,the Marquis de Lafayette
SCIENCE,It's the only calendar month that can go without a full moon,February
SCIENCE,Ventifacts are rocks that are shaped by sand driven by this force of nature,Wind
SCIENCE,"Prone to volcanoes & earthquakes, the ""Ring of Fire"" borders this ocean",Pacific Ocean
SCIENCE,Hematite is an important ore of this metal,Iron
SCIENCE,"Unwelcome in basements, this radioactive element is the heaviest of the noble gases",Radon
LITERACY,Ray Bradbury & producer-dir. John Huston co-wrote the screenplay based on this Melville classic,"""Moby Dick"""
LITERACY,"In a 1941 film based on R.L. Stevenson's horror classic, Spencer Tracy played these 2 title characters",Dr. Jekyll & Mr. Hyde
LITERACY,"Rod Taylor traveled from the year 1899 to 802,701 A.D. in this film based on an H.G. Wells book","""The Time Machine"""
LITERACY,James Dean & Raymond Massey starred in this Cain & Abel fable based on a novel by John Steinbeck,"""East of Eden"""
LITERACY,"This 1880 novel by Lew Wallace was made into a film in 1907, 1926 & 1959","""Ben-Hur"""
HISTORY,"Between 1850 & 1864, the Taiping Rebellion claimed an estimated 20,000,000 lives in this country",China
HISTORY,The 1929 Lateran Treaty recognized the inherent sovereignty of this holy state,Vatican City
HISTORY,Pocahontas was married to this man for just 3 years before her death in 1617,John Rolfe
HISTORY,"We must confess, in 1161 this English king was made a saint",Edward the Confessor (Edward III)
HISTORY,In 1917 the U.S. acquired the U.S. Virgin Islands for $25 million from this country,Denmark
HISTORY,"In a 1918 treaty, this country gave up Ukraine but soon recovered it",Russia (or the Soviet Union)
HISTORY,"In 1929, the kingdom of the Serbs, Croats 8: Slovenes became known as this",Yugoslavia
HISTORY,The 1867 British North America Act united 3 colonies under this single name,Canada
HISTORY,"When Louis XIV revoked the Edict of Nantes, thousands of these French Protestants fled to America",Huguenots
HISTORY,"In 1835, many of them left Cape Colony & began their historic ""Great Trek"" to what's now the Transvaal",the Boers
LITERACY,"From Latin for ""day"", famous ones have been written by Boswell & Pepys",a diary
LITERACY,"Late in life, Boccaccio gave public lectures on this other Italian poet's works",Dante
LITERACY,"Balzac & Stendahl were early proponents of realism, which was a reaction against this movement",Romanticism
LITERACY,"Author of ""The Devil's Dictionary"", at 71 he went south of the border & was never seen again",Ambrose Bierce
LITERACY,"His 1st published story, ""Childhood"", appeared in 1852 while he was in the Russian army",(Leo) Tolstoy
LITERACY,"In chapter VIII of this novel, Atlanta is ""very exhilarating...and temporarily even better than Tara""",Gone with the Wind
LITERACY,"In the preface to ""The Moonstone"", Vishnu commands 3 Brahmins in this country to guard the title gem night & day",India
LITERACY,"In ""Pride and Prejudice"", Mrs. Bennet says, ""The country is a vast deal pleasanter"" than this city",London
LITERACY,"In chap. V of ""The Sun Also Rises"", horse-chestnut trees are in bloom in this city's Luxembourg Gardens",Paris
LITERACY,"It's the first river mentioned in ""The Legend of Sleepy Hollow""",the Hudson River
HISTORY,"At Jefferson Davis' suggestion, in 1855 Congress bought some of these animals from Egypt for the Southwest",camels
HISTORY,Franklin Pierce's hope for glory in this war ended when he was thrown from his horse & injured,the Mexican-American War
HISTORY,"Founded in 1886, it became the major rival of the Edison Electric Company",Westinghouse
HISTORY,In November 1903 troops from the U.S.S. Nashville were used to stop Colombians from reaching this now-capital city,Panama City
HISTORY,Charles Evans Hughes was picked to represent the U.S. at the Permanent Court of Arbitration in this city in 1926,The Hague
HISTORY,"In an 1863 essay Harriet Beecher Stowe called this woman whom she had met with ""The Libyan Sibyl""",Sojourner Truth
HISTORY,"(<a href=""http://www.j-archive.com/media/2006-10-11_DJ_06.jpg"" target=""_blank"">Jimmy of the Clue Crew walks among some desert ruins.</a>)  While walking in this ancient Egyptian capital, you'll see Saqqara, which was its principal burial area",Memphis
SCIENCE,Superconductivity occurs at temperatures near the point known as this,absolute zero
HISTORY,"After the death of this Egyptian queen in 30 B.C., Egypt became a province of the Roman Empire",Cleopatra
SCIENCE,This type of rock that develops from magma can be divided into 2 groups: extrusive & intrusive,igneous rock
HISTORY,"(<a href=""http://www.j-archive.com/media/2006-10-11_DJ_08.jpg"" target=""_blank"">Sarah of the Clue Crew walks among the pyramids at Giza, Egypt.</a>)  The Egyptian period from about 2700 to 2200 B.C. is known as the Pyramid Age, or by this ancient name",the Old Kingdom
SCIENCE,Perennial plants live for many years; just change the first syllable to get this term for plants that live only 2 years,biennial
HISTORY,"In the 1400s B.C. it was the ""lofty"" 2-word religious title of Hapuseneb",high priest
SCIENCE,"Iridium, osmium, rhodium, palladium & ruthenium are members of this precious metal's ""group""",platinum
HISTORY,"(<a href=""http://www.j-archive.com/media/2006-10-11_DJ_10.jpg"" target=""_blank"">Jimmy is in Giza, Egypt.</a>) The pyramid of this son of Khufu is smaller than his dad's Great one, but he got his face on the <a href=""http://www.j-archive.com/media/2006-10-11_DJ_10.jpg"" target=""_blank"">Great Sphinx</a>",Khafre
SCIENCE,Einstein's Nobel Prize was for work on this effect in which light absorption leads to electron emission,photoelectric effect
LITERACY,Tantor the elephant is a childhood companion of this Edgar Rice Burroughs character,Tarzan (of the apes)
LITERACY,"In ""The Elephant's Child"", Rudyard Kipling explained that a crocodile attack caused the elephant to get this body part",its trunk
LITERACY,"Throughout a 1954 book, this elephant repeats, ""A person's a person, no matter how small""",Horton
LITERACY,"Created by Jean de Brunhoff, this pachyderm, who wears a green suit & a bowler hat, leaves the jungle & moves to Paris",Babar
LITERACY,Pooh is always worried that woozles & these elephantine creatures will steal his honey,heffalumps
HISTORY,The company that produced most of Marion Davies' films was named for this magazine; the same person owned both,Cosmopolitan
LITERACY,"Some of his stories of the Yukon were published in the 1910 collection ""Lost Face""",Jack London
LITERACY,"A rum smuggler is the central character in his 1937 novel ""To Have and Have Not""",Ernest Hemingway
LITERACY,"""Horseman, Pass By"", the first novel by this Texan, was made into the movie ""Hud"" in 1963",Larry McMurtry
LITERACY,This 1936 novel by Faulkner tells the story of Thomas Sutpen & bears the name of an Old Testament figure,"""Absalom, Absalom!"""
LITERACY,"Her essays in ""Against Interpretation"" & ""On Photography"" call for an emotive response to creative works",Susan Sontag
SCIENCE,"In 1935 Robert Goddard was the first to have a liquid fuel rocket break this ""barrier""",Sound barrier
HISTORY,In 1914 German troops came within 15 miles of this capital before being repulsed at the Marne,Paris
SCIENCE,"With 4 patents in 1933, Edwin H. Armstrong is credited as the sole inventor of this radio system",FM (Frequency Modulation)
HISTORY,This country's 19th C. unification was impeded by the Papal states which physically divided it,Italy
SCIENCE,"In 1938 this company brought fluorescent lighting ""to life""",General Electric
HISTORY,In the 17th C. Shabbetai Tzevi attracted a mass following among Jews after declaring himself this,The Messiah
SCIENCE,It was an atom of this element that Otto Hahn split in 1938,Uranium
HISTORY,"It's what the FT stands for in EFTA, which began operating 34 years before NAFTA",Free Trade
SCIENCE,The antielectron predicted by Paul Dirac in 1930 was found by Carl Anderson in 1932 & named this,Positron
HISTORY,In the 18th C. Catherine the Great's son Paul I established an order of male succession in this dynasty,Romanov
SCIENCE,"In a mining lode, the gangue is the junk & this is the mineral with the good stuff in it",ore
SCIENCE,(Sarah of the Clue Crew)  Venice is sinking because Italy is actually part of this continent's plate & it's sliding under Europe's plate,Africa
SCIENCE,It's not just oil -- Saudi Arabia has reserves of over 200 trillion cubic feet of this,natural gas
SCIENCE,Seismographers use the difference in speed between P waves & S waves to locate this point,the epicenter
SCIENCE,"Some ocean sediment is radiolarian ooze, made of these parts of tiny protozoans",skeletons
SCIENCE,Do bees build these from scratch or does the scratch come later,hives
SCIENCE,"When a woman in labor yells out ""Can't!"", ""Don't!"" or ""Won't!"", she's having these",contractions
SCIENCE,"When you are ""under"" this, a manometer will measure it",pressure
SCIENCE,Wyatt Earp gave these creatures the O.K. to build a reef in Tombstone's lake,coral
SCIENCE,"At lunch whales commit murder on a massive scale when they're ""going in for"" this",the krill
LITERACY,Lancelot's ladylove              (9),Guinevere
LITERACY,"Ferber's ""colossal"" novel             (5)",Giant
LITERACY,"Apuleius' ""ass"", or Henry James' ""bowl""             (6)",Golden
LITERACY,"Salinger family, or Williams menagerie              (5)",Glass
LITERACY,"He brought ""Dead Souls"" to life             (5)",Gogol
SCIENCE,This poisonous herb that was fatal to Socrates is a member of the parsley family,hemlock
SCIENCE,"This yellow flower of the genus Tagetes is often associated with, but probably not named for, the Virgin Mary",marigold
SCIENCE,"This ""colorful"" house plant, Saintpaulia ionantha, is native to Kenya & Tanzania",a violet
SCIENCE,"Also called manioc, this starchy South American tuber comes in bitter & sweet varieties",cassava (yuca accepted)
SCIENCE,"This term refers to plants that have flowers; it comes from 2 Greek words for ""receptacle"" & ""seed""",angiosperm
HISTORY,In January 1935 she became the first woman to fly solo from Hawaii to the U.S. mainland,Amelia Earhart
HISTORY,"His final regret was ""I only regret that I have but one life to lose for my country""",Nathan Hale
HISTORY,"On April 22, 1889 ""Sooners"" staked claims hours ahead of schedule in Guthrie City in this territory's land grab",Oklahoma
HISTORY,"This 1,500-mile-long mountain system divided the Civil War into the eastern & western theaters",Appalachians
HISTORY,In 1910 Victor Berger of Wisconsin became the first of this party of Eugene Debs elected to Congress,Socialist
SCIENCE,The Atlas is an example of this first stage that lifts a multistage rocket off the ground,Booster
SCIENCE,"During the Gulf War, the U.S. used these ""All-American"" missiles to intercept Iraq's Scuds",Patriot missiles
SCIENCE,"The ICBM, which stands for this, can deliver a payload to a military target thousands of miles away",Intercontinental ballistic missile
SCIENCE,In 1966 the U.S. government awarded his heirs $1 million for infringements on his rocket patents,Robert Goddard
HISTORY,"The first African-American Best Actress nominee, her life was the subject of a 1999 HBO film",Dorothy Dandridge
HISTORY,"Around 447 B.C. this group led by the ""Scourge of God"" devastated the Balkans & drove south into Greece",the Huns
HISTORY,"(<a href=""http://www.j-archive.com/media/2011-11-17_J_14.jpg"" target=""_blank"">Kelly of the Clue Crew shows a map on the monitor.</a>) The Seven Wonders of the Ancient World were spread out over three continents: 2 were in <a href=""http://www.j-archive.com/media/2011-11-17_J_14a.jpg"" target=""_blank"">Africa</a>, 3 in <a href=""http://www.j-archive.com/media/2011-11-17_J_14b.jpg"" target=""_blank"">Asia</a>, & the 2 in <a href=""http://www.j-archive.com/media/2011-11-17_J_14b.jpg"" target=""_blank"">Europe</a> were the Colossus of Rhodes & this other statue",the Statue of Zeus (at Olympia)
HISTORY,"This king who died in 1750 B.C. left a code dealing with family laws, loans, debts & even witchcraft",Hammurabi
HISTORY,"Doric columns, like at the Parthenon, had 16-20 grooves; these more slender columns at the nearby Erechtheum usually had 24",Ionic
HISTORY,"The 1st inscription on this 1799 discovery is in hieroglyphics, the 2nd in everyday Egyptian & the 3rd in Greek",the Rosetta Stone
SCIENCE,"You're seeing <a href=""http://www.j-archive.com/media/2008-03-26_DJ_27.wmv"">this</a> produced by a lily (ah-choo!)",pollen
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-03-26_DJ_26.wmv"">Alex gives the clue from Sony Headquarters in Tokyo, Japan.</a>)  These razor-thin TV screens of the future are made with OLED technology--organic light-emitting this, which allows the current to pass in only one direction",diodes
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-03-26_DJ_28.jpg"" target=""_blank"">Jon of the Clue Crew compares the color of bananas.</a>)  A banana will ripen quicker in a bag, because the ethylene gas produced by the fruit cannot escape; ethylene gas is one of these growth regulators, Greek for ""set in motion""",a hormone
LITERACY,"Among the places visited in this novel are Glubdrubdib, an island of sorcerers, & Luggnagg",Gulliver's Travels
LITERACY,"In ""Beowulf"", this monster regularly devours Hrothgar's sleeping warriors",Grendel
LITERACY,"Esmeralda earns her living by dancing with her goat, Djali, in this novel",The Hunchback of Notre Dame
LITERACY,"""The Legend of the Knight of the Red Cross"" is the 1st book in this Edmund Spenser work",The Faerie Queene
LITERACY,"The rises to power of Cesare Borgia & Francesco Sforza, among others, are related in this 1513 work",The Prince
HISTORY,"On March 6, 1836 Jim Bowie, weak as a kitten from illness, was killed by Mexican troops while lying in his cot there",the Alamo
HISTORY,"This 3-word Virginia village, site of a surrender, was made a National Historic Park in 1954",Appomattox Court House
HISTORY,"On New Year's Day 1801, she opened the executive mansion to visitors for the first time",Abigail Adams
HISTORY,In 1942 Japanese forces captured Attu in this Alaskan island group & relocated its inhabitants,the Aleutians
HISTORY,"Secretary of State under Truman, he negotiated the treaty that led to the formation of NATO in 1949",(Dean) Acheson
SCIENCE,"This ""Age"" is divided into the Paleolithic, the Mesolithic, & the Neolithic",the Stone Age
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-01-02_DJ_12.jpg"" target=""_blank"">Sarah of the Clue Crew gives the clue.</a>) We've rubbed the pigment of a radish on these cards; <a href=""http://www.j-archive.com/media/2008-01-02_DJ_12a.jpg"" target=""_blank"">lemon juice</a> turns the pigment orange, indicating that it's an acid; <a href=""http://www.j-archive.com/media/2008-01-02_DJ_12b.jpg"" target=""_blank"">milk of magnesia</a> turns it blue, indicating that it's this",a base
SCIENCE,"As a visiting scientist to this Caltech lab, Carl Sagan contributed to the first missions to Venus",JPL (Jet Propulsion Laboratory)
SCIENCE,"Gustav Kirchhoff & Robert Bunsen used this prismed ""scope"" to see the bands of colored light each element produced",a spectroscope
